repo_name,commit,message,Is_Positive,Is_Negative,Justification,Certain,Comment,Sampling
facebook/flow,5080477b116c0d03020356a613214c30e8b78f7e,"remove funky repositioning of arguments to parameters

Summary: No need to reposition arguments to parameters in function calls. Use ops are good enough. Bonus: removed a piece of hacky code (and the comment that called it out).

Reviewed By: panagosg7

Differential Revision: D16979479

fbshipit-source-id: cea2613e0f9c5fb5b5245e646ae093f5fd88528d
",TRUE,FALSE,bonus,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
fieldtrip/fieldtrip,8018be0af5bf2d1f7f75c6026c5fba9c6d4eb916,"initialize with the selection of channels/trials from the user

- use INCLUDED/EXCLUDED instead of GOOD/BAD
- updated plotting, now using ft_plot_vector and ordered layout
- update the automatic vertical scaling, now compatible with singleplot and multiplot
",FALSE,FALSE,good/bad,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
Kirchhoff-/Android-links,0bf3f8cc630e6dfe3bfebe53e085cf2a42034ccd,SavedStateHandle to the Rescue,TRUE,FALSE,to the rescue,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
tprrt/linux-stable,1011d24a2148f77aaa2d4afc1c0f48e40589d020,"[media] stv090x: Fix delivery system setting

As sparse complains:
	drivers/media/dvb-frontends/stv090x.c:3471:30: warning: mixing different enum types
	drivers/media/dvb-frontends/stv090x.c:3471:30:     int enum fe_delivery_system  versus
	drivers/media/dvb-frontends/stv090x.c:3471:30:     int enum stv090x_delsys

There's actually an error when setting the delivery system on
stv090x_search(): it is using the DVBv5 macros as if they were
the stv090x ones.

Instead, we should convert between the two namespaces, returning
an error if an unsupported delivery system is requested.

Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@osg.samsung.com>
",FALSE,TRUE,complains,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
nwjs/chromium.src,fd0108896a7b448877803b67a15e34b3eb9e730c,"Revert 200481 ""Fix for mmap(2) sandboxing vs. Nvidia binary driver.""

This revert is speculative. Reverting two other revisions from the same build
did not fix the build. This change, however, is the only one that was
dcommitted.

> Fix for mmap(2) sandboxing vs. Nvidia binary driver.
> 
> I'll identify the exact flag causing this and consider additional CLs when I
> get access to my workstation tomorrow.
> 
> TBR=jln@chromium.org
> BUG=241340
> TEST=hashimoto@chromium.org confirms fix.
> 
> Review URL: https://codereview.chromium.org/15104005

TBR=cevans@chromium.org

Review URL: https://codereview.chromium.org/14771024

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@200566 0039d316-1c4b-4281-b951-d872f2087c98
",FALSE,TRUE,speculative,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
gphoto/libgphoto2,6ead6016dcd9df71ba98f4ebae0fb3bdc0ed3b9c,"
New command ""EOS get body ID"" returns camera serial number.
Added command and response lengths for ""Get available shot"" and ""Get
 custom function""


git-svn-id: 40dd595c6684d839db675001a64203a1457e7319@6030 67ed7778-7388-44ab-90cf-0a291f65f57c
",FALSE,FALSE,shot,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
TrinityCore/TrinityCore,786834600f0fe17f8876f6bec958c6ce9813a49f,"Core/PacketIO: SMSG_ZONE_UNDER_ATTACK, SMSG_THREAT_CLEAR and enabled some opcodes
",FALSE,FALSE,attack,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
tprrt/linux-stable,c2517f62dac608e43b652dc6ed1e478e8447e029,"HID: multitouch: add support for Nexio 42"" panel

This device is the worst device I saw. It keeps TipSwitch and InRange
at 1 for fingers that are not touching the panel.
The solution is to rely on the field ContactCount, which is accurate
as the correct information are packed at the begining of the frame.

Unfortunately, CountactCount is most of the time at the end of the report.
The solution is to pick it when we have the whole report in raw_event.

Signed-off-by: Benjamin Tissoires <7a0e50e3f6a0939db82b6a8a423c08a163896f41@gmail.com>
Signed-off-by: Jiri Kosina <ed58f755cc8caaf10c3e8c731a8b86fb8f13d6cb@suse.cz>
",FALSE,TRUE,Unfortunately,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
cloudwu/skynet,f6679a778f7ab6e9a80b97459bbfd96f8e030884,"remove useless Intermediate variables
",FALSE,TRUE,useless,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
Glain/FFTPatcher,9877caf66e8b05ff468eb7655d78409c7617fe76,"FFTPatcher Gameshark conditional codes use D0 format and support ATTACK.OUT and REQUIRE.OUT
",FALSE,FALSE,attack,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
hyperledger/fabric,f8d6d933e0f2c3fc918c6dbad09a6aac34538961,"Merge ""FAB-4174 fix bad markup in CONTRIBUTING.rst""",FALSE,TRUE,bad,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
tprrt/linux-stable,21bd68f196ca91fc0f3d9bd1b32f6e530e8c1c88,"afs: Unlock pages for __pagevec_release()

__pagevec_release() complains loudly if any page in the vector is still
locked.  The pages need to be locked for generic_error_remove_page(), but
that function doesn't actually unlock them.

Unlock the pages afterwards.

Signed-off-by: Marc Dionne <b9e52d4bad3c5c473649ff04b727bd3e40807edf@auristor.com>
Signed-off-by: David Howells <ebac1d06c1688626821bb0e574a037a7a5354e49@redhat.com>
Tested-by: Jonathan Billings <8c77b387839da6b25262d49d2fd1b1ecbb675fc4@umich.edu>
",FALSE,TRUE,code complains,FALSE,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
mozilla/kitsune,c5c9f188300c7b692c20b8dda2f71517a186aac2,"Clean up and test while fixing the edit_threads template and removing the bad_reply template (yay).
",TRUE,FALSE,"yay, bad_reply",,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
tprrt/linux-stable,b812982e6b9ce3797f160ad3778766db107b5086,"staging: rtl8188eu: explicitly convert from __le16 to integer

BA_para_set (of type __le16) is implicitly cast into an integer for
bitwise operations, after which the result is converted back into a
__le16. Make the initial cast explicit to make the code clearer. In
addition, refactor the code for readability.

This also removes five sparse warnings of the following type:
drivers/staging/rtl8188eu//core/rtw_mlme_ext.c:6114:70: warning: restricted __le16 degrades to integer

Signed-off-by: Kristina Martšenko <54c7173f2bb040127d337a20071ec781edbec314@gmail.com>
Signed-off-by: Peter P Waskiewicz Jr <019ca817bcedb2fce0c539efa1b71c24f7a6c1c1@intel.com>
",FALSE,FALSE,degrades to integer,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
Homebrew/homebrew-core,978c20e67f8d47f8f709484c6582dd5f27cbea6e,"mess & ume 0.148u2

* Update ume and its family to 0.148u2.
* Let homebrew decide which compiler compiling ume and its family. Note
  that ume's LD is abnormal.
* Remove redefined header path.

Closes Homebrew/homebrew#18613.

Signed-off-by: Jack Nagel <43386ce32af96f5c56f2a88e458cb94cebee3751@gmail.com>
",FALSE,FALSE,mess as a library,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
jbrowneuk/jblog,5208b2a4d25b1dfe76d3207c0020c59d4db55a01,"Remove storybook

Maintenance burden and not being used
",FALSE,TRUE,burden,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
00-Evan/shattered-pixel-dungeon,b7fc99901bdb11c9adf5c74411129ff9f3c84aa2,"v0.9.0: fixed DM-201s attacking while stunned
",FALSE,FALSE,attacking,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
HippieStation/HippieStation,38695dec8cbe65263b4f0a578301792e8df3a205,"Necropolis curse mobs no longer fall into chasms
",FALSE,FALSE,Necropolis curse,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
CanonicalLtd/subiquity,1a8aa04908996ec1429e807f1ed890cbec539bb8,"try to make control flow a bit less ridiculous
",FALSE,TRUE,ridiculous,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
gatsbyjs/gatsby,54a94e2350c3e28217334ba72cfc30ebf538b377,"Fix data overwriting bug (#7720)

So I hit a really weird bug in my project and with the help of @pieh we came to the conclusion that the order needs to be swapped as `{...props}` was overwriting the `data`",FALSE,TRUE,weird,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
apple/swift-corelibs-foundation,cc9e394ba506a0bac0c18c93772352820a3784f0,"Merge pull request #2667 from compnerd/follow-the-process

Foundation: clear up string abuse on Windows",FALSE,TRUE,abuse,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
coq/coq,409bc943e8d8a0bc0d35ae63f3530b7324ca975e,"Fix previous commit.

I've messed up with parts of the compatibility files I had to commit.
",FALSE,TRUE,messed up,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
claroline/Distribution,fdfb260de594c6e0464f9b22783611296c00035a,"[CoreBundle] Fixing root rights managament + removing useless controller + adding security on AdministrationToolController.
",FALSE,TRUE,useless,,,11_jan_2021_neg_hits_3046a4e1379f977d45216ed66972258d698f8437
mesosphere/dcos-commons,0091c7a995b1ba8c885ac1cc8a3bf10a1db03867,"INFINITY-2975 Make plan status behave better in a race (#2174)

- Fetch plan status after phase/step status. If the steps change in the middle of this, then we end up with e.g. a plan that's still IN_PROGRESS when its steps are all COMPLETE. This is less ugly for users.
- Move some Element-level functions into internal utilities. Started on this in an earlier version of this fix, may as well keep it around.
",TRUE,TRUE,"behave better, less ugly",,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
4minitz/4minitz,2f50f2fa0b7b2d8d34b89206e6533108d5aa29c7,"Use Schema for updating the OnlineUser-Entry to use the doc validation

Unfortunately, the `update` method of our schema class does not support the `upsert`-option. So we check if the entry already exists and perform an insert or an update depending on the findOne result.
",FALSE,TRUE,unfortunately,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
google/blockly,02fc5bf19cae724d3ff3a12999349d554a080892,"Remove empty span from toolbox.

Every row started with this useless tag:
<span role=“presentation”></span>
",FALSE,TRUE,useless,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
Willster419/RelhaxModpack,67997297653f69a474bac07d683dd34b33081ec2,"finally got tired of looking up and down, just move them into the same region
",FALSE,TRUE,got tired,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
mc-server/MCServer,b0dedb01977fe4cd7ebd51db5784d8ca415f1567,"WebAdmin: Manually exported string conversion functions.

ToLua generated an extra return value for GetHTMLEscapedString() and GetURLEncodedString(), making them difficult to use.
",FALSE,TRUE,difficult,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
bywatersolutions/bws-package,100e6a9808ead4ee8d951da59ead1550e75bb4c3,"functions that were in C4::Interface::CGI::Output are now in C4::Output.
So this implies quite a change for files.
Sorry about conflicts which will be caused.
directory Interface::CGI should now be dropped.
I noticed that many scripts (reports ones, but also some circ/stats.pl or opac-topissues) still use Date::Manip.
",FALSE,TRUE,sorry,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
giltayar/bildit,061bc2daa9ddbb9457c1aa7dbdfff6e0af29185d,"nbj: oops. bug in new isFirstBuild feature
",FALSE,TRUE,oops,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
DIRACGrid/DIRAC,db1555464b157a3a71ec5e4d83c167ce39c4068c,Fixed bad merging,FALSE,TRUE,bad,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
cfillion/reapack,efedbcb3d206374b461059026a5df46737f0afa5,"manager: oops, fix the height of the repository list
",FALSE,TRUE,oops,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
MSFTOSSMgmt/WPSDSCLinux,505f4f646cd5949599384aed25a5250357e382f8,Checking in threat model for this improvement,TRUE,FALSE,"threat model, improvment",,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
exponentcms/exponent-cms,79fa2b1b230e48f75c85fdbc20c1186066bcb821,"trap some exceptions in socialfeed module when there are distant end issues so we don't crash the page
",FALSE,FALSE,trap,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
Homebrew/brew,abb81a52e604d9f76b2c586866801ad2ec26db9f,"Updated PR in response to suggestions
    - changed require_relative to require
    - removed useless begin
    - removed unnecessary test
    - updated brew info positive test case to verify a cask was found
    - moved cask search logic to missing_formula.rb
",FALSE,TRUE,useless,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
ghent360/lede-project,acbb3e50e7ab64b094c4031b899d8dd104d1c2eb,"ar71xx: frequent ethernet mac resets upset the MDIO bus on ar7240, so do not run them on every device open, only on tx timeouts

SVN-Revision: 26392
",FALSE,FALSE,upset,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
dewhisna/KingJamesPureBibleSearch,2e9a921f7d325253a89c939d34981972c2fa280f,"Reworked code to build with Emscripten.  Sorted and split apart the source/header files to isolate the GUI parts for separate pop-ups that cause problems in Emscripten.  Added configuration defines for the splash screen and application font loading so that they can be independently enabled/disabled on any platform.  Added configuration defines and split out the source files for database building and disabled that on the mobile and Emscripten targets, since they don't need it ever.  Updated build notes for building KJPBS in Emscripten.  Moved the startup error prompts to a special ReportError handler so that we can easily redefine how that's implemented -- with it being a QMessageBox on some targets or simple qDebug() logs on things like Emscripten.  Changed how our main CMyApplication object gets created, being on the heap now instead of the stack, as needed for Emscripten.  Changed code that caused dialogs to popup to not do so for Emscripten.  We might can bring some of this functionality back later, but it's easier to remove it now while we get the main part up and functioning.  Similarly, for simplicity, Emscripten emulates stealth mode for persistent setting functionality.
This now completely builds in Emscripten and will come up with the splash screen, but am still having some issues on the QtSql part with it loading our database (actually, even loading the sqlite3 module).  Worst case, I might setup a method to dump the database object as a standalone memory image format of some sort and use that in place of SQL for loading.  That may even work better for desktop, since we don't really need SQL.  Though we would have to do the same for the dictionary and things.


git-svn-id: 34e43b3e6e13ae01f7ef5199fa5bbda67fb155fd@788 523e89ec-37fb-4b40-b97f-42a194c95123
",FALSE,FALSE,worst case,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
unrealircd/unrealircd,7193f9615fcecc5a4bdbfb89d1c32baf30485f80,"Hopefully fixed the weird Z:line bug on win32?
",TRUE,TRUE,"hopefully, weird",,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
CanalTP/navitia,53ca632987e0e5a21ace621aaf185070ffb79b43,"Merge pull request #2270 from TeXitoi/disruption-fixes

kraken: Disruption fixes",FALSE,FALSE,distruption as subject,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
psychopy/psychopy,4186308cc036fe79fc152a7f5f11535fc55a81ed,"FF: silly typo
",FALSE,TRUE,silly,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
google/llvm-propeller,2b8c69204b1d37d91cc775d51af50df7f478cecd,"[Windows] Convert from UTF-8 to UTF-16 when writing to a Windows console

Summary:
Calling WriteConsoleW is the most reliable way to print Unicode
characters to a Windows console.

If binary data gets printed to the console, attempting to re-encode it
shouldn't be a problem, since garbage in can produce garbage out.

This breaks printing strings in the local codepage, which WriteConsoleA
knows how to handle. For example, this can happen when user source code
is encoded with the local codepage, and an LLVM tool quotes it while
emitting a caret diagnostic. This is unfortunate, but well-behaved tools
should validate that their input is UTF-8 and escape non-UTF-8
characters before sending them to raw_fd_ostream. Clang already does
this, but not all LLVM tools do this.

One drawback to the current implementation is printing a string a byte
at a time doesn't work. Consider this LLVM code:
  for (char C : MyStr) outs() << C;

Because outs() is now unbuffered, we wil try to convert each byte to
UTF-16, which will fail. However, this already didn't work, so I think
we may as well update callers that do that as we find them to print
complete portions of strings. You can see a real example of this in my
patch to SourceMgr.cpp

Fixes PR38669 and PR36267.

Reviewers: zturner, efriedma

Subscribers: llvm-commits, hiraditya

Differential Revision: https://reviews.llvm.org/D51558

llvm-svn: 341433
",FALSE,TRUE,unfortunate,,,11_jan_2021_neg_hits_040fdcc30ddd8fcc119b99151a74f8f4f2fa53a3
